id,data,tweet,user,classificação
1443628470907584514,2021-09-30 17:27:03+00:00,Iniciamos o módulo MASSAS com sucesso 🍝 #chef #chefmix #gastronomia #masterchef #masterchefbr #masterchefbrasil #masterchefprofissionais #cozinhar #foodblogger #panificação #lecordonbleu #panificação #panificadora #viral #memes #memesbrasil #chef #chefdecozinha https://t.co/ncdxrwjjuB,Lek_cirilo,
1443428359048994816,2021-09-30 04:11:53+00:00,"#masterchefbrasil gosto muito da Helena. Que Deus abençoe ela! Ela é uma ótima pessoa! Com
Certeza vai fazer sucesso 🥺❤️",AmariaAhouadan,Positivo
1443427648802377731,2021-09-30 04:09:03+00:00,#masterchefbrasil o Luiz é tão fofo! Tomara que ele chegue no topo 5 pelo menos 🥰,AmariaAhouadan,Positivo
1443426271489404933,2021-09-30 04:03:35+00:00,#masterchefbrasil a Daphne impõe respeito. O provo tremendo na frente desse bebê. Wow! 👏🏾👏🏾👏🏾👏🏾,AmariaAhouadan,Positivo
1443425935479513099,2021-09-30 04:02:15+00:00,#masterchefbrasil fiquei quase chorando vendo o Márcio escutando comentários sobre o prato que ele fez na eliminação 😿,AmariaAhouadan,Negativo
1443420267598987264,2021-09-30 03:39:43+00:00,"Essa prova da lagosta no MasterChef foi difícil de assistir. Normalizar o consumo de carne desse jeito, foi nojento!

Achar normal enxergar a lagosta primeiramente como uma comida.

Lagosta não é alimento, é um animal! Um ser vivo.

#MasterChef
#MasterChefBrasil
#MasterChef2021",DreamerFallen,Negativo
1443417253702250503,2021-09-30 03:27:45+00:00,Será que esse ano tem repescagem #MasterchefBR #masterchefbrasil,Ledebi_,Neutro
1443391949784944643,2021-09-30 01:47:12+00:00,"Luis e Heitor no top 10 e Helena fora, que injustiça, viu. Torcendo contra Luis, Heitor e Eduardo, vai ter volta 🙏🙏
#MasterChefBR 
#masterchefbrasil",Cintiamgl,Negativo
1443387528262963203,2021-09-30 01:29:38+00:00,Boy eu choro horrores com #masterchefbrasil,flavitooh,Negativo
1443369359347535873,2021-09-30 00:17:26+00:00,Heitor perseguindo meu cristalzinho daphne #masterchefbrasil,frabarmer,Negativo
1443327068746379265,2021-09-29 21:29:23+00:00,Brindamos a realização desse sonho 🍹🍸 #Festival #masterchefbrasil #DrinkArabia #Ruman #DrinkNatureba #hibiscus https://t.co/T2MS96BSO8,AnaahSantoos_,Neutro
1443326452456374274,2021-09-29 21:26:56+00:00,"a helena minha fav saiu, mamacita nunca irei te esquecer

#MasterChef #MasterChefBR #masterchefbrasil #masterchef2021 https://t.co/HvohdDW591",prxttymars,Positivo
1443278985664864263,2021-09-29 18:18:19+00:00,Menino o povo foi jogador viu nesse episódio do #MasterChefBrasil,BrunoGomees,Neutro
1443244172643913728,2021-09-29 15:59:59+00:00,E a Gretchen faz tudo... #masterchefbrasil #gretchen,rodri_mah12,Positivo
1443236264258543621,2021-09-29 15:28:34+00:00,A Raquel chorando por causa das lagostas kkkkkkkkkkkk #masterchefbrasil,juh_malik,Negativo
1443235142835838981,2021-09-29 15:24:06+00:00,"Eu sei que o MasterChef foi ontem, mas quero deixar um detalhe: Vamos relembrar do período em que o Márcio não queria dever a nenhum F!lh0 d@ poot@ quando mais correu risco de ser elminado. Olha o tanto que vai ficar em dívida com o cidadão... #MasterChefBR #MasterchefBrasil",AhnogreVitchero,Negativo
1443183236675420163,2021-09-29 11:57:51+00:00,"NADA É PRATO TÍPICO DA KELLYN NÉ MEY DEYS???? 

#masterchefbrasil",miorintata,Negativo
1443168571970949123,2021-09-29 10:59:34+00:00,"MasterChef Brasil: Helena é a 13º eliminada e diz torcer por Isabella

https://t.co/2I0Wru2DfS

#MasterChef #MasterChefBR #masterchefbrasil #masterchef2021",RevistaISTOE,Neutro
1443076493442170880,2021-09-29 04:53:41+00:00,Estou desolada que a Helena saiu do #masterchefbrasil,poxaperez,Negativo
1443054223680233475,2021-09-29 03:25:12+00:00,Ouvi Isabela confabulando em salvar o pior. Ou por afinidade. Tá aí pq esse novo critério é errado. #MasterChefBR #MasterChefBrasil,KATIASARDINHA,Negativo
1443052527210074116,2021-09-29 03:18:27+00:00,Como assim a dafine não foi bem aaaaa #masterchefbrasil,nathdasdizi,Negativo
1443051437219536896,2021-09-29 03:14:07+00:00,Eu vivi pra isso ver o fogaça mandar indireta kkk #masterchefbrasil,nathdasdizi,Neutro
1443050686028132353,2021-09-29 03:11:08+00:00,Gente é sério que o Sérgio está tentando fazer um trio Chernobyl hoje ? Add cara juntou mais dois insuportáveis #masterchefbrasil,nathdasdizi,Negativo
1443045783130017795,2021-09-29 02:51:39+00:00,"Não vou ficar militando em prol do vegetarianismo no masterchef, pq né, tem carne toda semana kkkk
Eu tenho um mínimo de bom senso.
MAS PARA QUE FICAR TORTURANDO O BICHO VIVO A TOA? SÓ PARA FAZER GRAÇA? AAAAA
#MasterChefBR #masterchefbrasil #Masterchef",daniellllisboa,Negativo
1443045416346529793,2021-09-29 02:50:12+00:00,"não saindo a daph, edu e helena ta tudo de boa #masterchefbrasil",mxrxvxlhx,Neutro
1443045178097418245,2021-09-29 02:49:15+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand eu, tentando fazer lagosta 🦞 🦞🦞 😂😂😂: https://t.co/4JWylv9h4H",lopessmaily,Neutro
1443044822152060929,2021-09-29 02:47:50+00:00,"Minha lagosta eu preparo com alecrim, gergelim e tudo o que eu acho bom para mim. Como sou meio lagostão, chamo ela de lagosta minimim. Hehehe!
#MasterChefBR #masterchefbrasil",claudionjr,Neutro
1443044772701253644,2021-09-29 02:47:38+00:00,"Real Time - São Paulo às 23h36

#TheMaskedSingerBR 14.7
#RoçaAFazenda 10.4
#ProgramaDoRatinho 8.0
#MasterChefBrasil 2.7
#JoãoKleberShow 0.2",PortalMundoDaTV,Neutro
1443044223566192640,2021-09-29 02:45:28+00:00,"A Raquel assim 
#MasterChefBR #masterchefbrasil https://t.co/hpUskjeYYq",L3o02,Neutro
1443043430519742472,2021-09-29 02:42:18+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os competidores se apegando às lagostas 😂😂😂: https://t.co/bmFMv9D3Lx,lopessmaily,Neutro
1443043061379043334,2021-09-29 02:40:50+00:00,#masterchefbrasil não precisa matar a lagosta? Prova nutella,RamonNova16,Negativo
1443042979489398784,2021-09-29 02:40:31+00:00,"Os vegetais também são vida 🙄🙄🙄
Ah vtnc
#MasterChefBR #Masterchef #MasterchefBrasil",daniellllisboa,Negativo
1443042967778992133,2021-09-29 02:40:28+00:00,"Não adianta chorar pela lagosta cozida viva e comer o bife fatiado de boa. É um cadáver, só que fatiado. Era um bicho inteiro e vivo.
Ele não nasceu em árvore. Assistam #Seaspiracy e #cowspiracy se acharem que ainda precisam entender. #MasterChefBR #masterchefbrasil",helenvrst,Negativo
1443042845573668865,2021-09-29 02:39:59+00:00,"Todo mundo refletindo de mater o bicho assim 
#MasterChefBR #masterchefbrasil https://t.co/9VBLsWJ3iE",L3o02,Neutro
1443042795921547265,2021-09-29 02:39:47+00:00,"A cozinha só é um ato funebre para quem não é vegetariano/vegano 🤷‍♂️
Ainda bem que não são hipócritas, mas matam porque querem matar sim.
#MasterChefBR #Masterchef #masterchefbrasil",daniellllisboa,Positivo
1443040788594704389,2021-09-29 02:31:49+00:00,"Real Time - São Paulo às 23h20

#LibertadoresNoSBT 20.7
#TheMaskedSingerBR 13.8
#RoçaAFazenda 8.6
#MasterChefBrasil 1.8
#Hervolution 0.2",PortalMundoDaTV,Neutro
1443040539998294018,2021-09-29 02:30:49+00:00,na feijoada a gretchen fez um vinagretchen?  #MasterChefBR #masterchefbrasil #MasterChefNaBand https://t.co/02Diz6Vqg8,euluoliveira,Positivo
1443040422545305605,2021-09-29 02:30:21+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a tal da feijoada sebosa 😵😵😵: https://t.co/y8exfEKpK2,lopessmaily,Negativo
1443040026011611140,2021-09-29 02:28:47+00:00,Puuuuuuuts...feijoada alcoolizada! #masterchefbrasil,OgaMendonca,Negativo
1443039306747158534,2021-09-29 02:25:55+00:00,"Até quando esse Sérgio, gente? Não dá mais...
Não dá!
Simplesmente não dá!
#MasterChefBR #masterchefbrasil https://t.co/tpVszZZVUu",thepowerguido01,Negativo
1443039145153159170,2021-09-29 02:25:17+00:00,"o bichinho chega ficou triste 
#masterchefbrasil",cheswonder,Negativo
1443038894560321537,2021-09-29 02:24:17+00:00,Gente alguém da uma viajem só de ida pra tão tão distante pro Sérgio só de ida #masterchefbrasil,nathdasdizi,Negativo
1443038765669392388,2021-09-29 02:23:46+00:00,"Real Time - São Paulo às 23h12

#LibertadoresNoSBT 20.6
#TheMaskedSingerBR 14.2
#RoçaAFazenda 8.0
#MasterChefBrasil 2.6
#Hervolution 0.3

Via Bastidores da TV",PortalMundoDaTV,Neutro
1443038536324759552,2021-09-29 02:22:52+00:00,Nossa esse Sergio é um xarope 🙄 #masterchefbrasil,porraapaula,Negativo
1443038446700859394,2021-09-29 02:22:30+00:00,O Sérgio dando 10 pro prato a vergonha meu pai #masterchefbrasil,nathdasdizi,Negativo
1443036850424369154,2021-09-29 02:16:10+00:00,"o jacquin falando que não usaria banana da terra pra fritar, aqui em casa só se frita essa KAKAKAKAKAKA #MasterChefBR #masterchefbrasil",sincero_garoto2,Neutro
1443036627559976961,2021-09-29 02:15:16+00:00,Tadinha da Isa fazer dupla com esse Sérgio AFF #masterchefbrasil,nathdasdizi,Negativo
1443034881186050054,2021-09-29 02:08:20+00:00,Toma Sérgio invejoso deseja mais o mal pro próximo chatooo #masterchefbrasil,nathdasdizi,Negativo
1443034838857027585,2021-09-29 02:08:10+00:00,eu ia amar cozinhar com a gretchen ia ficar repetindo todos os memes #masterchefbrasil,stwrkillers,Positivo
1443034617250996226,2021-09-29 02:07:17+00:00,Aí Sérgio para de criticar o coleguinha seu falso #masterchefbrasil,nathdasdizi,Negativo
1443034612977000453,2021-09-29 02:07:16+00:00,Dupla de Chernobyl Sérgio #masterchefbrasil https://t.co/oMTMZoTHXA,nathdasdizi,Negativo
1443034485860225033,2021-09-29 02:06:46+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand Gretchen sendo coroada rainha do master chef 😂😂😂: https://t.co/O9jtdvstCe,lopessmaily,Positivo
1443034018631540739,2021-09-29 02:04:54+00:00,Rachel moleza kkk #masterchefbrasil,nathdasdizi,Negativo
1443033114704588800,2021-09-29 02:01:19+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Gretchen ouvindo as sugestões da Kelyn 😂😂😂: https://t.co/UdPVpYzIf7,lopessmaily,Negativo
1443032261360824330,2021-09-29 01:57:56+00:00,podia ter dormido sem essa em sérgio KKKKKKKK #masterchefbrasil,cicebolinha_,Negativo
1443031865510793217,2021-09-29 01:56:21+00:00,"Super Terça – Audiência no Twitter
Gretchen no #MasterChefBR #MasterChefBrasil
Atlético-MG x Palmeiras no #LibertadoresnoSBT #Libertadores 
#RoçaAFazenda na #AFazenda13
Ou #TheMaskedSingerbr #TheMaskedBrasil  #TheMaskedSinger",CaioSS24,Neutro
1443031734661091330,2021-09-29 01:55:50+00:00,Sérgio confiante que vai ganhar kkkk Aiai eu contou ou vcs ?#masterchefbrasil,nathdasdizi,Negativo
1443031728365481987,2021-09-29 01:55:48+00:00,do nada vem o sérgio com essas filosofias #masterchefbrasil,cicebolinha_,Negativo
1443031604910346241,2021-09-29 01:55:19+00:00,"A Gretchen agindo como se fosse a própria chef socorro
#masterchefbr #masterchefbrasil https://t.co/S3mSnQwo2H",neveryourdear,Positivo
1443031384008937472,2021-09-29 01:54:26+00:00,“não gosto de pitaco quando tô cozinhando”a Gretchen kKKKKKKKKKKKKKK #masterchefbrasil,cicebolinha_,Neutro
1443031139988525057,2021-09-29 01:53:28+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Gretchen chegando no programa 😂😂😂: https://t.co/VJKhobHX7X,lopessmaily,Neutro
1443031137136353282,2021-09-29 01:53:27+00:00,"O que você está assistindo?
#TheMaskedBrasil #RocaAFazenda #masterchefbrasil",alexssesperto,Neutro
1443031049571901440,2021-09-29 01:53:07+00:00,mano como vou torcer contra o sérgio se ele tá com a isabela ??#masterchefbrasil https://t.co/fEz21cL6aQ,cicebolinha_,Negativo
1443031011122728965,2021-09-29 01:52:57+00:00,Puta merda o Sérgio tacou uns pedaço de bacon kkkkk #masterchefbrasil,nathdasdizi,Neutro
1443030741340798981,2021-09-29 01:51:53+00:00,Sérgio chegou minha reação ; #masterchefbrasil https://t.co/c6YAdWEj8K,nathdasdizi,Neutro
1443030559266050048,2021-09-29 01:51:10+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand quase meia noite e, por causa do programa, eu: https://t.co/4Gi2zcTP71",lopessmaily,Neutro
1443030534100295680,2021-09-29 01:51:04+00:00,"Minha Winner já é ela
#gretchennomasterchef
#masterchefbrasil 
#MasterChefBR https://t.co/5qt3qH85J5",weulermesmo,Positivo
1443030340046663688,2021-09-29 01:50:17+00:00,"Feijoada é a cara do Brasil, comida farta que deixa a barriga cheia o dia todo. #MasterChefBrasil",VN_STM,Positivo
1443030257481756673,2021-09-29 01:49:58+00:00,Eu sou muito cadelinha da Daphne simmmm #MasterChefBR #masterchefbrasil,pe_j28,Positivo
1443029765724717058,2021-09-29 01:48:01+00:00,Meninas @ANAMARIABRAGA @taisdeverdade que horas a abóbora 🎃 vai entrar para cantar? 🤣🤣🤣🤣🤣#TheMaskedBrasil #TheMaskedSingerbr #masterchefbrasil #MasterChefBR https://t.co/ekGr8yYDow,robssontadeu,Neutro
1443029641757868034,2021-09-29 01:47:31+00:00,Imagina fazer feijoada pra Gretchen  #MasterChefBR #masterchefbrasil https://t.co/27BK75siMo,benvindagrupo,Neutro
1443029387708874759,2021-09-29 01:46:30+00:00,Aí Sérgio você é insuportável #masterchefbrasil,nathdasdizi,Negativo
1443029298454147080,2021-09-29 01:46:09+00:00,Hoje é dia de Masterchef bebê! #masterchefbrasil,guiisoares,Positivo
1443029244360241164,2021-09-29 01:45:56+00:00,É sério fogaça que quem trouxe a feijoada pro Brasil foi os portugueses ? Junto com os navios negreiros né pqp. Tirando a legitimidade da verdadeira história da feijoada que foi criada pelos PRETOS ESCRAVIZADOS  #masterchefbrasil,mateusleeone,Negativo
1443029160952270849,2021-09-29 01:45:36+00:00,"Começou o                O Sérgio ainda 
 #masterchefbrasil       tá participando... https://t.co/Ox2e1KY8mL",Karineclumab,Negativo
1443029145060093952,2021-09-29 01:45:33+00:00,gente mas que povo é esse que não conhece feijoada???? KKKKKKK #masterchefbrasil,cicebolinha_,Negativo
1443029111404957698,2021-09-29 01:45:25+00:00,"Tem uns convidados tão nada a ver nessa temporada. Pqp
#masterchefbrasil",AndreMoraiis,Negativo
1443029099144953857,2021-09-29 01:45:22+00:00,"O Sérgio e a Isa em dupla não dá né, ai Jesus
#masterchefbr #masterchefbrasil https://t.co/5cKWXjNDam",neveryourdear,Negativo
1443029059714359297,2021-09-29 01:45:12+00:00,E a Daphene comia o que antes  do programa???#masterchefbrasil https://t.co/Pg8IAV3fnM,Paty34rj,Negativo
1443029045906755584,2021-09-29 01:45:09+00:00,Nessa da Feijoada eu rodava em kkkk acho q sou o único brasileiro que n gosta de feijoada #masterchefbrasil,pe_j28,Neutro
1443029038751272964,2021-09-29 01:45:07+00:00,"...ai a Isabela ganha a prova e leva o Sérgio junto 
Não gostei mesmo!
#masterchefbrasil",bebeldeodato,Negativo
1443028991796039684,2021-09-29 01:44:56+00:00,O programa acabou de começar e o Sérgio já começa provocando ranço…#masterchefbrasil,cristinapxa,Negativo
1443028991024287747,2021-09-29 01:44:56+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand prova em dupla … pode dar muito ruim … 😂😂😂 https://t.co/jzJeTXEIBc,lopessmaily,Neutro
1443028958291894272,2021-09-29 01:44:48+00:00,nem sei como sérgio vai ir nessa prova mas já torcendo p ele sair #masterchefbrasil,cicebolinha_,Negativo
1443028922816401414,2021-09-29 01:44:40+00:00,"Tô aqui assistindo a #masterchefbrasil , é impressão minha ou vídeo é transmitido em x1.2?",Jonatasodre,Neutro
1443028874636496902,2021-09-29 01:44:28+00:00,a isa com sergio 🤨 #masterchefbrasil,_costayasmin,Negativo
1443028871562006532,2021-09-29 01:44:27+00:00,E eu achava que a feijoada era made in RJ #masterchefbrasil,Simas_81,Neutro
1443028847562268675,2021-09-29 01:44:22+00:00,"Assistindo o #MasterChefBR e me deu água na boca com a feijoada 😋 
#masterchefbrasil",vicky_zampieri,Positivo
1443028821331124233,2021-09-29 01:44:15+00:00,"O Sérgio antes mesmo dos chefes anunciarem qual é a prova: essa eu domino, vou ganhar com certeza!
#masterchefbr #masterchefbrasil https://t.co/DXpAa0zVkk",neveryourdear,Neutro
1443028757833523204,2021-09-29 01:44:00+00:00,"Como assim esse povo não come feijoada?????? 
#MasterChefBrasil https://t.co/ShYsCkF2bm",Fracitah,Negativo
1443028671787421698,2021-09-29 01:43:40+00:00,"Quase 23h de terça e eu com vontade de comer feijoada, vc me paga  #masterchefbrasil!!!",camilascezar,Neutro
1443028642360082432,2021-09-29 01:43:33+00:00,"Meu deus mano, o Sérgio abre a boca e eu já reviro o olho #masterchefbrasil",hastagdias,Negativo
1443028615860457483,2021-09-29 01:43:26+00:00,Que preguiça desse Sérgio… #masterchefbrasil https://t.co/NRyoSeE9ml,carlaspuri1,Negativo
1443028601247502336,2021-09-29 01:43:23+00:00,A pessoa viveu em qual planeta pra nunca ter comido feijoada? #masterchefbrasil,PizzaComCerveja,Negativo
1443028592737361923,2021-09-29 01:43:21+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Daphene nunca comeu feijoada?! 😵😵😵 https://t.co/PwhrSwgheE,lopessmaily,Negativo
1443028471429705728,2021-09-29 01:42:52+00:00,"Chego mais tarde no #masterchefbrasil hoje,  pq hoje é dia de galão da massa!!!!",raissadf,Neutro
1443028444967800834,2021-09-29 01:42:46+00:00,"O programa mal começou e já revirei o olho aqui com o Sérgio, aff. #masterchefbrasil",Ysoladoh,Negativo
1443028424780652547,2021-09-29 01:42:41+00:00,"Não é por nada não, mas eu ia arrasar demais nessa prova da feijoada #masterchefbrasil",raissa_raissa_,Neutro
1443028380300021762,2021-09-29 01:42:30+00:00,"agr sim representatividade,feijoada no #masterchefbrasil",cicebolinha_,Positivo
1443028030771900417,2021-09-29 01:41:07+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand Gretchen no programa! Desmaiei ! https://t.co/jUQMXQdEET,lopessmaily,Positivo
1443027901025239050,2021-09-29 01:40:36+00:00,"Eduardo é o maior vencedor individual do Masterchef Brasil 2021! Que bom!
#MasterChefBrasil",gabriel0s_,Neutro
1443027879080628229,2021-09-29 01:40:31+00:00,Começou e eu já estou com o milho pronto @masterchefbr #masterchefbrasil,RafaellaRochaaa,Neutro
1443027877574889473,2021-09-29 01:40:30+00:00,"É agora que tem @KelynKuhn  cozinhando juntinho com  a rainha do rebolado @GretchenCantora  no @masterchefbr . Vaiii ser incrível! Tô ansiosa para este momento #timekelyn #MasterChefBR  #masterchefbrasil #gretchen 

Conga la conga
Conga conga conga 🎼 https://t.co/Ssttiwfwyz",HeloysaaAmanda,Positivo
1443027788638863370,2021-09-29 01:40:09+00:00,"COMEÇOU!
@luizhorta77 @heitorcardos0 🍀🚀
#masterchef2021 #MasterChef  #masterchefbrasil",pamteismo,Neutro
1443027720712114176,2021-09-29 01:39:53+00:00,Será que hoje fico feliz com a saída do Sérgio? #masterchefbrasil,RitaLaert,Neutro
1443027460535226375,2021-09-29 01:38:51+00:00,Sérgio 🤢 #masterchefbrasil,malucamarrgo,Negativo
1443027394802208776,2021-09-29 01:38:35+00:00,GENTE tem prova em grupo hj??? #masterchefbrasil,poetrymccartney,Neutro
1443027328242704384,2021-09-29 01:38:19+00:00,"comendo pizza e assistindo @masterchefbr #masterchefbrasil 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍 
@helenalfurtado aceleraaaa",gustavinhors2,Neutro
1443027312874819584,2021-09-29 01:38:16+00:00,"Hoje queremos que o Sérgio saia, combinado? #masterchefbrasil",julisboaporai,Negativo
1443027272592732161,2021-09-29 01:38:06+00:00,Ahhhhh que sdds dessas provas fora do estúdio #masterchefbrasil,malucamarrgo,Positivo
1443025499731726337,2021-09-29 01:31:03+00:00,este perfil eh fora Sérgio #masterchefbrasil,lohtomicha,Negativo
1442982073283776513,2021-09-28 22:38:30+00:00,Enquanto isso ainda fiz uma supresa para meu amor @Thaismazettoadv : seu prato preferido para poder assistir seu programa preferido sem passar fome! #MasterChefBR #masterchefbrasil https://t.co/IuPTxondMf,otaviano_netto,Positivo
1442940258870390784,2021-09-28 19:52:20+00:00,Quem saiu do MasterChef Brasil? Saiba quem foi o eliminado de hoje (28/09/2021) #MasterChefBrasil https://t.co/pkBQx5spAH,portalovertube,Neutro
1440843986017533958,2021-09-23 01:02:30+00:00,minha torcida é total Dafne e Isabela #masterchefbrasil,gomescami,Positivo
1440838498580242434,2021-09-23 00:40:42+00:00,como eu nunca comi uma torre de quibe?! #masterchefbrasil,gomescami,Neutro
1440700925325111308,2021-09-22 15:34:02+00:00,"Bolo de milho, sem gluten, sem lactose e sem ovo
https://t.co/p5zYBFlbNk
#semgluten #intolerantealactose #semlactose #sindromedointestinoirritavel #receitafacil #intolerância #intoleranciaalimentar #receita
#alimentacao #sii  #masterchefbrasil  #bolodemilho",debora1302,Neutro
1440691712305758209,2021-09-22 14:57:25+00:00,Esse negócio do mezanino salvar um participante é o único ponto negativo do #MasterChefBrasil os caras usam uns critérios nada a ver.,inalds,Negativo
1440689420449943558,2021-09-22 14:48:19+00:00,GENTE O SÉRGIO É UM SER HUMANO INTRAGÁVEL! #masterchefbrasil,manueladls,Negativo
1440628543508017155,2021-09-22 10:46:25+00:00,"Hj e dia de assistir Masterchef. Que nervoso kkkk
#Masterchef #MasterChefBR #masterchefbrasil",debora1302,Neutro
1440520223879094273,2021-09-22 03:35:59+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os votos pra quem seria salvo pelo mezanino foram contados errados ?! 🧐🧐🧐 https://t.co/5McsuiicGi,lopessmaily,Neutro
1440519392501002246,2021-09-22 03:32:41+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand O mezanino salvou o Pedro?! Mas a Raquel falou Daphene pra Ana Paula e assim Daphene foi salva 😂😂😂 https://t.co/K9lJQTvJD4,lopessmaily,Neutro
1440517496277069829,2021-09-22 03:25:09+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand o comercial antes de mostrarem quem é o eliminado: tão longo que dá tempo lavar a louça 😂😂😂 https://t.co/jE1TuhOg8e,lopessmaily,Negativo
1440516895224971268,2021-09-22 03:22:45+00:00,"Mezanino vai salvar a Daphne e a Ana vai ser eliminada...
E o Cuzão do Sérgio lá ainda... Aff... Saco de vacilo... #MasterChefBR #masterchefbrasil #MasterChefNaBand #masterchef2021",thepowerguido01,Negativo
1440515718009606153,2021-09-22 03:18:05+00:00,"Desde que não tirem a minha Daphne eu fico feliz
#masterchefbr #masterchefbrasil",neveryourdear,Neutro
1440513866882973701,2021-09-22 03:10:43+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a torre de quibe que eu entregaria 😂😂😂: https://t.co/5Ws2VYIoST,lopessmaily,Neutro
1440509438306107397,2021-09-22 02:53:08+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand resumo da prova, de 45 minutos, da tal de torre de quibe 😂😂😂: https://t.co/n5lMbAfDlW",lopessmaily,Neutro
1440509185486037004,2021-09-22 02:52:07+00:00,"45 minutos pra fazer uma torre de quibe socorroooo
#masterchefbr #masterchefbrasil https://t.co/GVha7zFWkk",neveryourdear,Neutro
1440508888634122243,2021-09-22 02:50:57+00:00,"Um monte de gente boa na prova de eliminação e o Sérgio fazendo hora extra... Puta que pariuoooooooooooo
#masterchefbrasil #MasterChefNaBand #MasterChefBR @masterchefbr",thepowerguido01,Neutro
1440507143229087750,2021-09-22 02:44:00+00:00,"Se não for com emoção não é Masterchef né
#masterchefbr #masterchefbrasil",neveryourdear,Positivo
1440506203675656196,2021-09-22 02:40:16+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand eu tendo que fazer molho pesto 😂😂😂: https://t.co/kSx9d7G8cC,lopessmaily,Neutro
1440505841656893444,2021-09-22 02:38:50+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os jurados decorando o texto do merchandising da marca de macarrão 😂😂😂: https://t.co/sWBEVXRx61,lopessmaily,Neutro
1440504547449864196,2021-09-22 02:33:42+00:00,"Mais uma semana tendo que aturar o sem noção do Sérgio, oh meu Deus
#masterchefbr #masterchefbrasil https://t.co/6e2jvbExdS",neveryourdear,Negativo
1440503280367329284,2021-09-22 02:28:39+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand ficou feio esse prato da equipe azul 😵😵😵 https://t.co/JCxIL8v5Nq,lopessmaily,Negativo
1440502933502578690,2021-09-22 02:27:17+00:00,"A equipe azul entregando o prato deles é igual eu e meus amigos apresentando seminário, já rindo da desgraça 
#masterchefbr #masterchefbrasil https://t.co/wKn8nGmSrR",neveryourdear,Negativo
1440500612420947971,2021-09-22 02:18:03+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a cozinha pegando fogo, participantes desesperados e os jurados cantando freddie mercury 😂😂😂 https://t.co/7Ke9hzRHqG",lopessmaily,Positivo
1440500072312016898,2021-09-22 02:15:55+00:00,"Os jurados cantando e dançando e a Ana toda nervosa tudo pra mim
#masterchefbr #masterchefbrasil",neveryourdear,Positivo
1440499044418084870,2021-09-22 02:11:50+00:00,"Como será que é ser o equivalente à Karol konka no #MasterChefBR?
Esse é o #Sérgio... Chato para um caralho... #masterchefbrasil #MasterChefNaBand",thepowerguido01,Negativo
1440497852648624135,2021-09-22 02:07:05+00:00,"Sérgio não respeita ninguém, né? Puta que pariu!
Vai embora, pelo amor de Deus!
#masterchefbrasil @masterchefbr #MasterChefNaBand #masterchef2021 https://t.co/i2eNPWMrHq",thepowerguido01,Negativo
1440496785064005635,2021-09-22 02:02:51+00:00,"O Sérgio metendo a colher onde não é chamado socorro, daqui a pouco ele pega o avental dourado
#masterchefbr #masterchefbrasil https://t.co/AxVfA6gDl6",neveryourdear,Negativo
1440496549008531460,2021-09-22 02:01:55+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand “eu pego no saco do jeito que eu quiser” 😂😂😂 https://t.co/59ScndmNtg,lopessmaily,Neutro
1440496305592160256,2021-09-22 02:00:57+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os participantes chamando toda hora os capitães 😂😂😂: https://t.co/ARsgh9Pec2,lopessmaily,Neutro
1440495796860850180,2021-09-22 01:58:55+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand prova em equipe: trocaram os capitães de cada grupo e eles não podem fazer nada das receitas, só orientar 😵😵😵 https://t.co/JdJumwc2p9",lopessmaily,Neutro
1440495404471123981,2021-09-22 01:57:22+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os participantes estão muito risonhos hj … quando começam rindo, terminam chorando … 😵😵😵 https://t.co/4jDmbNo14q",lopessmaily,Neutro
1440494311003471883,2021-09-22 01:53:01+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand piada de “se eu cozinho …” no programa de hj … 😵😵😵 https://t.co/sPRVS7EoGm,lopessmaily,Neutro
